9288.554	8782.538	8237.578	7619.906	7225.710	6733.074	6361.636	5998.518	5873.145	5801.067	5744.937	5841.247	5795.339	5911.941	5942.143	6021.370	6114.665	6105.238	6028.931	6045.954	6068.017	6146.767	6104.835	6083.273	5957.599	6001.803	5974.424	5921.867	5851.924	5743.153	5660.487	5691.051	5586.104	5554.912	5494.405	5473.658	5338.723	5397.083	5344.247	5217.713	5252.456	5260.828	5231.018	5177.415	5110.955	5039.869	5023.227	5022.170	5011.227	4993.154	4969.620	4941.518	4909.082	4872.015	4829.553	4780.627	4723.999	4718.676	4720.788	4718.251	4708.504	4689.009	4657.356	4611.199	4548.386	4467.057	4465.687	4479.443	4472.001	4441.052	4384.729	4301.488	4284.929	4304.816	4294.798	4252.257	4176.503	4130.340	4159.074	4151.768	4107.191	4024.530	4017.696	4036.563	4010.975	3946.369	3882.358	3915.383	3908.468	3859.202	3765.088	3810.715	3812.867	3768.192	3676.241	3717.634	3720.217	3674.442	3588.877	3634.874	3632.542	3579.001	3524.039	3560.768	3544.736	3487.098	3464.181	3485.161	3469.361	3376.443	3419.769	3417.144	3373.827	3319.666	3365.053	3339.555	3275.014	3291.994	3294.828	3259.850	3210.954	3247.936	3223.681	3181.505	3146.388	3222.237	3189.077	3145.117	
10089.119	9504.609	8871.863	8284.189	7818.356	7238.418	6813.869	6395.851	6219.152	6115.805	6083.919	6050.953	6171.666	6259.063	6313.324	6282.502	6406.648	6306.732	6391.169	6396.262	6325.770	6440.595	6371.333	6392.559	6272.607	6152.443	6120.469	6030.250	6043.124	6040.726	5953.811	5819.188	5847.185	5682.615	5719.003	5644.199	5526.982	5568.988	5527.729	5433.763	5339.725	5368.894	5368.322	5348.836	5318.389	5282.725	5245.713	5209.771	5176.208	5145.319	5116.763	5089.519	5062.158	5032.963	4999.882	4960.781	4913.386	4855.433	4784.710	4732.149	4748.378	4750.932	4736.998	4703.884	4649.230	4571.054	4510.863	4537.399	4537.155	4507.767	4447.449	4354.899	4357.517	4372.830	4352.538	4294.271	4197.900	4218.984	4229.466	4198.221	4125.226	4071.705	4106.245	4093.550	4030.832	3940.155	3987.770	3980.678	3927.878	3830.214	3879.271	3879.030	3828.834	3740.503	3786.739	3782.612	3726.338	3665.491	3705.032	3688.227	3621.458	3600.923	3627.152	3594.123	3509.894	3546.219	3540.935	3499.366	3445.408	3480.060	3469.114	3390.559	3407.552	3419.259	3371.164	3325.286	3362.334	3342.358	3263.877	3292.804	3302.663	3244.773	3239.184	3236.847	3208.154	3198.250	3221.427	3203.566	
10798.229	10195.926	9623.898	9082.871	8492.987	7806.337	7339.040	6839.955	6597.468	6439.006	6405.619	6377.018	6493.404	6539.921	6619.225	6674.853	6649.329	6698.292	6758.530	6748.678	6632.404	6761.658	6630.065	6697.537	6643.752	6568.378	6508.273	6451.125	6349.729	6144.573	6212.452	6069.399	6059.480	5882.860	5930.750	5838.501	5686.423	5729.719	5711.377	5655.423	5579.471	5495.938	5413.375	5392.729	5376.835	5351.795	5319.761	5281.724	5237.865	5187.606	5129.963	5097.036	5094.489	5089.864	5080.069	5062.114	5032.938	4989.663	4929.532	4850.141	4782.526	4806.117	4807.588	4784.038	4733.020	4652.558	4576.908	4608.478	4606.940	4570.056	4496.290	4403.341	4442.892	4442.396	4400.365	4314.915	4279.885	4306.356	4286.079	4218.449	4135.142	4177.429	4171.799	4114.470	4014.872	4059.312	4058.079	3997.997	3907.990	3952.629	3946.463	3885.549	3823.684	3861.062	3843.431	3771.127	3750.915	3773.400	3741.035	3651.413	3682.405	3687.182	3634.405	3578.952	3619.712	3595.063	3512.649	3542.053	3535.977	3499.658	3441.916	3485.837	3458.389	3389.875	3406.254	3418.055	3366.250	3336.773	3364.829	3330.546	3259.784	3305.587	3308.868	3195.330	3290.100	3282.028	3230.338	3180.635	
12028.856	11340.761	10660.131	9972.847	9246.477	8449.884	7951.764	7343.717	7023.457	6783.858	6718.412	6750.786	6759.611	6751.170	6855.019	7011.365	6957.039	7089.104	7121.725	7108.730	6965.034	7108.016	6939.496	6960.387	6943.160	6873.411	6757.853	6576.955	6627.043	6536.096	6393.075	6365.738	6265.902	6122.599	6142.228	6060.451	5921.488	5847.685	5852.699	5829.088	5789.610	5742.883	5694.432	5647.382	5603.180	5561.927	5522.774	5484.183	5444.128	5400.217	5349.810	5290.182	5218.559	5132.316	5116.496	5125.261	5117.791	5090.719	5040.963	4965.924	4863.368	4872.727	4883.097	4861.576	4805.799	4714.104	4666.441	4692.110	4677.705	4621.411	4522.253	4512.792	4529.429	4499.592	4422.452	4349.865	4385.905	4372.798	4307.680	4210.897	4256.648	4249.457	4189.119	4100.326	4143.658	4129.338	4065.013	4001.551	4033.985	4011.620	3934.633	3914.793	3936.220	3899.304	3804.875	3838.578	3839.365	3782.363	3727.268	3763.098	3736.753	3657.759	3673.633	3680.250	3633.165	3573.099	3616.601	3590.260	3500.090	3541.001	3537.204	3481.446	3467.024	3482.949	3447.932	3379.677	3424.786	3409.505	3337.694	3361.777	3358.274	3324.554	3270.327	3324.475	3324.455	3251.462	3272.552	3258.517	
13079.332	12445.573	11710.822	10913.426	10058.604	9315.187	8663.834	7918.167	7512.347	7164.400	7030.809	7093.084	7054.451	7196.274	7241.067	7289.133	7397.569	7464.767	7489.841	7483.033	7329.862	7469.303	7389.800	7256.248	7166.890	7136.605	7119.758	7030.342	6767.899	6838.426	6574.400	6634.377	6498.770	6328.303	6345.436	6290.177	6196.448	6087.587	5978.629	5878.482	5840.830	5801.695	5753.865	5698.618	5635.961	5571.932	5556.817	5543.859	5529.381	5509.509	5480.428	5438.389	5379.857	5301.543	5200.546	5184.477	5196.343	5181.451	5136.578	5059.108	4947.111	4959.686	4968.223	4937.222	4864.643	4749.451	4773.126	4778.697	4736.960	4646.828	4589.529	4619.327	4597.218	4522.591	4431.997	4474.048	4460.031	4391.367	4301.716	4344.336	4329.668	4257.048	4193.158	4231.341	4205.146	4116.960	4099.825	4119.530	4074.070	3970.527	4009.010	4007.583	3944.205	3889.505	3923.713	3895.542	3805.625	3828.907	3831.539	3773.542	3725.398	3759.400	3726.871	3639.416	3677.737	3669.592	3616.427	3586.664	3619.065	3569.043	3510.031	3544.472	3535.874	3445.319	3484.972	3482.594	3418.138	3417.719	3435.271	3386.432	3355.186	3381.927	3327.148	3325.805	3347.097	3331.382	3239.838	3299.759	
14564.383	13661.206	12746.790	11893.592	11100.240	10319.943	9484.152	8574.306	8080.643	7596.934	7385.344	7405.359	7502.455	7595.393	7673.268	7635.904	7805.875	7831.403	7872.085	7875.724	7766.681	7820.109	7815.919	7749.729	7672.319	7555.650	7319.882	7339.857	7188.998	7106.996	6890.903	6899.394	6769.982	6570.409	6501.370	6473.107	6416.032	6346.529	6274.407	6204.791	6139.573	6078.500	6020.030	5961.666	5900.363	5832.741	5755.192	5664.162	5558.479	5572.120	5570.578	5549.411	5504.580	5432.522	5330.216	5263.696	5286.723	5274.397	5223.621	5132.107	5027.835	5065.042	5056.891	5001.084	4896.360	4859.145	4880.435	4848.597	4762.567	4679.024	4716.172	4695.978	4617.558	4528.896	4570.264	4550.461	4468.857	4404.570	4439.543	4409.755	4317.485	4298.137	4316.973	4272.560	4160.747	4200.522	4196.139	4126.587	4071.322	4100.052	4067.339	3969.893	3997.098	3997.541	3932.481	3886.927	3917.655	3882.205	3782.171	3828.845	3823.767	3748.536	3739.472	3760.095	3702.854	3653.005	3687.637	3655.488	3573.495	3615.615	3605.809	3539.083	3538.086	3557.415	3502.770	3472.696	3496.591	3464.277	3408.422	3440.448	3439.137	3315.732	3415.039	3413.610	3327.778	3338.513	3358.977	3282.964	
15769.990	15222.315	14381.622	13426.710	12445.035	11453.581	10415.797	9444.255	8750.345	8104.559	7874.097	7748.849	7898.783	7922.276	8035.479	8124.118	8184.563	8199.032	8279.295	8286.335	8250.749	8110.508	8132.677	8043.907	7864.382	7911.357	7811.499	7581.372	7552.240	7395.345	7159.799	7156.351	7057.490	6913.888	6758.826	6611.943	6483.360	6396.825	6320.512	6235.073	6180.490	6142.905	6111.067	6079.692	6043.545	5997.509	5936.604	5856.238	5752.356	5635.906	5659.612	5654.566	5616.500	5541.928	5428.082	5373.871	5394.041	5369.155	5296.595	5174.929	5163.691	5174.353	5130.698	5031.472	4957.859	4988.808	4960.295	4871.422	4785.241	4822.309	4796.119	4706.190	4642.194	4673.349	4639.238	4538.404	4520.553	4535.402	4484.077	4363.960	4409.858	4400.755	4323.445	4271.140	4301.476	4259.438	4152.440	4188.065	4182.211	4105.134	4065.872	4092.381	4049.351	3945.298	3998.409	3983.541	3901.635	3901.881	3912.317	3852.563	3807.423	3835.042	3802.687	3710.298	3755.912	3751.671	3657.389	3690.081	3684.328	3626.702	3610.345	3632.815	3575.375	3539.054	3575.355	3534.479	3469.615	3512.996	3491.919	3415.676	3448.638	3440.368	3415.904	3420.923	3414.229	3351.695	3363.756	3341.022	
17866.643	16951.629	15705.546	14825.728	13801.721	12661.563	11438.539	10484.612	9543.267	8712.688	8393.764	8258.164	8243.194	8271.046	8323.147	8566.444	8543.517	8584.455	8725.573	8708.272	8757.713	8673.847	8606.352	8564.198	8457.655	8141.398	8203.456	7851.229	7894.739	7729.510	7461.354	7355.156	7287.457	7186.404	7074.152	6962.599	6856.868	6757.671	6662.921	6568.715	6470.262	6362.472	6240.430	6136.798	6137.430	6119.693	6077.920	6007.008	5902.744	5761.686	5771.884	5770.094	5724.284	5631.423	5489.567	5510.478	5507.958	5450.094	5335.412	5274.438	5297.508	5258.993	5157.817	5074.886	5107.181	5073.306	4972.677	4909.530	4937.027	4895.123	4783.920	4769.055	4780.197	4720.206	4590.299	4643.095	4628.434	4541.551	4491.293	4518.850	4471.838	4352.745	4396.009	4385.826	4301.584	4267.876	4286.528	4236.563	4138.588	4184.040	4160.962	4066.275	4080.774	4083.191	4013.183	3977.742	4002.559	3955.170	3875.307	3921.429	3894.376	3795.597	3843.523	3827.486	3752.622	3761.186	3764.330	3710.699	3684.268	3704.095	3666.386	3608.325	3648.469	3611.268	3544.022	3587.351	3566.192	3477.312	3527.626	3531.621	3417.966	3506.461	3496.778	3420.343	3426.413	3448.957	3362.482	3369.240	
19987.088	18570.959	17901.033	16772.420	15463.488	14164.089	12930.255	11714.586	10481.603	9452.597	8965.521	8765.766	8653.703	8821.232	8887.038	8963.411	8942.976	9007.566	9222.727	9117.731	9228.372	9200.688	9093.099	8836.262	8882.565	8679.939	8582.155	8213.249	8219.946	8085.425	7886.862	7673.940	7475.043	7303.681	7163.402	7051.569	6962.280	6888.125	6821.158	6753.274	6676.594	6583.807	6468.447	6325.021	6239.989	6244.841	6213.011	6139.545	6020.690	5879.066	5912.435	5893.062	5817.661	5684.379	5637.453	5650.798	5600.247	5484.597	5405.142	5431.489	5388.389	5275.196	5212.566	5235.512	5185.146	5061.622	5049.437	5055.722	4986.325	4846.763	4902.732	4882.018	4784.576	4737.070	4760.240	4705.459	4573.288	4627.157	4609.988	4515.515	4491.324	4506.399	4442.501	4352.711	4395.452	4359.703	4247.009	4281.046	4273.242	4186.119	4168.511	4183.620	4122.759	4060.715	4095.060	4055.997	3956.346	4008.620	3985.552	3894.574	3922.230	3919.517	3843.694	3838.784	3857.750	3784.197	3769.337	3783.628	3739.601	3689.957	3727.959	3686.411	3624.964	3665.990	3636.216	3559.898	3609.985	3585.079	3511.618	3535.330	3546.481	3495.730	3514.939	3498.938	3440.458	3450.256	3439.327	3393.245	
22310.461	21107.141	20110.434	18532.246	17518.830	16151.479	14664.016	13139.054	11588.939	10367.952	9622.370	9291.468	9234.400	9307.334	9430.596	9360.515	9553.769	9520.340	9778.553	9670.062	9566.880	9576.418	9617.684	9493.135	9258.356	9149.113	9000.632	8681.189	8462.114	8358.575	8206.694	8037.816	7868.186	7703.772	7543.942	7384.103	7218.014	7039.031	6911.944	6885.654	6837.949	6760.753	6647.212	6492.094	6385.791	6394.845	6352.129	6253.525	6096.570	6062.351	6063.018	5997.549	5864.398	5786.243	5805.263	5751.153	5623.139	5559.838	5577.119	5516.644	5378.562	5368.781	5368.797	5288.240	5144.840	5197.588	5168.530	5057.802	5015.492	5031.541	4964.835	4830.519	4885.384	4857.797	4748.601	4737.104	4743.884	4667.312	4588.233	4625.737	4580.112	4452.835	4507.563	4485.162	4381.698	4386.872	4384.584	4306.668	4267.807	4287.304	4230.556	4154.731	4194.585	4156.035	4049.354	4104.367	4081.443	3983.583	4016.815	4009.844	3923.944	3937.326	3935.377	3868.589	3857.183	3867.541	3815.592	3781.382	3802.143	3762.562	3704.400	3748.496	3709.001	3647.826	3685.011	3658.032	3585.517	3635.628	3613.333	3518.452	3609.499	3579.820	3486.470	3537.073	3533.042	3425.452	3484.911	3475.886	
